'Elapsed time','MLII','V1'
'0:38.094',-0.950,-0.515
'0:38.097',-0.945,-0.595
'0:38.100',-0.930,-0.600
'0:38.103',-0.935,-0.565
'0:38.106',-0.945,-0.515
'0:38.108',-0.955,-0.510
'0:38.111',-0.970,-0.565
'0:38.114',-0.960,-0.625
'0:38.117',-0.950,-0.625
'0:38.119',-0.915,-0.585
'0:38.122',-0.925,-0.520
'0:38.125',-0.920,-0.495
'0:38.128',-0.930,-0.545
'0:38.131',-0.915,-0.585
'0:38.133',-0.905,-0.580
'0:38.136',-0.900,-0.545
'0:38.139',-0.915,-0.525
'0:38.142',-0.910,-0.545
'0:38.144',-0.880,-0.610
'0:38.147',-0.875,-0.610
'0:38.150',-0.855,-0.580
'0:38.153',-0.865,-0.505
'0:38.156',-0.850,-0.505
'0:38.158',-0.825,-0.530
'0:38.161',-0.795,-0.595
'0:38.164',-0.765,-0.565
'0:38.167',-0.745,-0.510
'0:38.169',-0.735,-0.480
'0:38.172',-0.740,-0.500
'0:38.175',-0.730,-0.560
'0:38.178',-0.720,-0.605
'0:38.181',-0.705,-0.585
'0:38.183',-0.705,-0.505
'0:38.186',-0.700,-0.435
'0:38.189',-0.715,-0.420
'0:38.192',-0.690,-0.455
'0:38.194',-0.690,-0.500
'0:38.197',-0.670,-0.545
'0:38.200',-0.670,-0.495
'0:38.203',-0.695,-0.450
'0:38.206',-0.730,-0.435
'0:38.208',-0.750,-0.490
'0:38.211',-0.750,-0.550
'0:38.214',-0.745,-0.550
'0:38.217',-0.760,-0.510
'0:38.219',-0.755,-0.455
'0:38.222',-0.755,-0.455
'0:38.225',-0.780,-0.480
'0:38.228',-0.775,-0.545
'0:38.231',-0.780,-0.585
'0:38.233',-0.815,-0.560
'0:38.236',-0.835,-0.530
'0:38.239',-0.870,-0.520
'0:38.242',-0.900,-0.575
'0:38.244',-0.915,-0.650
'0:38.247',-0.925,-0.650
'0:38.250',-0.915,-0.605
'0:38.253',-0.920,-0.535
'0:38.256',-0.925,-0.485
'0:38.258',-0.955,-0.520
'0:38.261',-0.935,-0.575
'0:38.264',-0.905,-0.600
'0:38.267',-0.925,-0.580
'0:38.269',-0.930,-0.530
'0:38.272',-0.965,-0.530
'0:38.275',-0.970,-0.565
'0:38.278',-0.965,-0.635
'0:38.281',-0.945,-0.685
'0:38.283',-0.940,-0.630
'0:38.286',-0.940,-0.560
'0:38.289',-0.950,-0.530
'0:38.292',-0.975,-0.535
'0:38.294',-0.980,-0.595
'0:38.297',-0.995,-0.645
'0:38.300',-1.030,-0.630
'0:38.303',-1.070,-0.585
'0:38.306',-1.135,-0.545
'0:38.308',-1.180,-0.575
'0:38.311',-1.150,-0.620
'0:38.314',-1.070,-0.610
'0:38.317',-0.940,-0.525
'0:38.319',-0.765,-0.385
'0:38.322',-0.575,-0.275
'0:38.325',-0.370,-0.255
'0:38.328',-0.160,-0.270
'0:38.331',0.030,-0.270
'0:38.333',0.235,-0.250
'0:38.336',0.440,-0.210
'0:38.339',0.585,-0.230
'0:38.342',0.695,-0.350
'0:38.344',0.770,-0.535
'0:38.347',0.800,-0.680
'0:38.350',0.785,-0.715
'0:38.353',0.730,-0.695
'0:38.356',0.635,-0.625
'0:38.358',0.515,-0.555
'0:38.361',0.305,-0.465
'0:38.364',0.005,-0.395
'0:38.367',-0.340,-0.385
'0:38.369',-0.635,-0.475
'0:38.372',-0.845,-0.585
'0:38.375',-0.920,-0.720
'0:38.378',-0.930,-0.740
'0:38.381',-0.875,-0.660
'0:38.383',-0.815,-0.565
'0:38.386',-0.780,-0.505
'0:38.389',-0.800,-0.535
'0:38.392',-0.825,-0.575
'0:38.394',-0.860,-0.600
'0:38.397',-0.905,-0.580
'0:38.400',-0.965,-0.535
'0:38.403',-0.980,-0.520
'0:38.406',-1.010,-0.575
'0:38.408',-1.015,-0.615
'0:38.411',-0.995,-0.635
'0:38.414',-1.005,-0.570
'0:38.417',-1.000,-0.520
'0:38.419',-1.005,-0.520
'0:38.422',-1.010,-0.540
'0:38.425',-0.990,-0.580
'0:38.428',-0.965,-0.570
'0:38.431',-0.960,-0.520
'0:38.433',-0.960,-0.455
'0:38.436',-0.980,-0.465
'0:38.439',-0.990,-0.515
'0:38.442',-0.995,-0.580
'0:38.444',-0.985,-0.610
'0:38.447',-0.995,-0.570
'0:38.450',-0.990,-0.490
'0:38.453',-1.000,-0.445
'0:38.456',-1.005,-0.460
'0:38.458',-0.995,-0.515
'0:38.461',-0.970,-0.540
'0:38.464',-0.955,-0.520
'0:38.467',-0.970,-0.470
'0:38.469',-0.980,-0.435
'0:38.472',-1.010,-0.450
'0:38.475',-1.010,-0.515
'0:38.478',-1.005,-0.540
'0:38.481',-0.980,-0.545
'0:38.483',-0.965,-0.470
'0:38.486',-0.970,-0.410
'0:38.489',-0.960,-0.420
'0:38.492',-0.965,-0.465
'0:38.494',-0.940,-0.480
'0:38.497',-0.930,-0.475
'0:38.500',-0.925,-0.425
'0:38.503',-0.940,-0.360
'0:38.506',-0.960,-0.380
'0:38.508',-0.985,-0.420
'0:38.511',-0.995,-0.475
'0:38.514',-0.975,-0.510
'0:38.517',-0.955,-0.460
'0:38.519',-0.945,-0.380
'0:38.522',-0.945,-0.315
'0:38.525',-0.950,-0.320
'0:38.528',-0.940,-0.375
'0:38.531',-0.920,-0.435
'0:38.533',-0.915,-0.395
'0:38.536',-0.925,-0.360
'0:38.539',-0.955,-0.360
'0:38.542',-0.960,-0.390
'0:38.544',-0.930,-0.410
'0:38.547',-0.935,-0.430
'0:38.550',-0.915,-0.380
'0:38.553',-0.920,-0.355
'0:38.556',-0.935,-0.375
'0:38.558',-0.905,-0.410
'0:38.561',-0.890,-0.425
'0:38.564',-0.880,-0.395
'0:38.567',-0.885,-0.325
'0:38.569',-0.895,-0.315
'0:38.572',-0.895,-0.385
'0:38.575',-0.905,-0.450
'0:38.578',-0.900,-0.495
'0:38.581',-0.900,-0.445
'0:38.583',-0.900,-0.385
'0:38.586',-0.895,-0.355
'0:38.589',-0.880,-0.380
'0:38.592',-0.860,-0.450
'0:38.594',-0.845,-0.485
'0:38.597',-0.825,-0.480
'0:38.600',-0.835,-0.425
'0:38.603',-0.855,-0.410
'0:38.606',-0.880,-0.440
'0:38.608',-0.875,-0.500
'0:38.611',-0.865,-0.555
'0:38.614',-0.880,-0.565
'0:38.617',-0.865,-0.490
'0:38.619',-0.865,-0.445
'0:38.622',-0.870,-0.480
'0:38.625',-0.880,-0.535
'0:38.628',-0.865,-0.565
'0:38.631',-0.845,-0.530
'0:38.633',-0.840,-0.490
'0:38.636',-0.880,-0.495
'0:38.639',-0.890,-0.515
'0:38.642',-0.900,-0.590
'0:38.644',-0.900,-0.625
'0:38.647',-0.885,-0.610
'0:38.650',-0.895,-0.545
'0:38.653',-0.905,-0.490
'0:38.656',-0.890,-0.505
'0:38.658',-0.890,-0.570
'0:38.661',-0.875,-0.595
'0:38.664',-0.870,-0.570
'0:38.667',-0.885,-0.525
'0:38.669',-0.905,-0.500
'0:38.672',-0.930,-0.530
'0:38.675',-0.930,-0.585
'0:38.678',-0.930,-0.625
'0:38.681',-0.925,-0.605
'0:38.683',-0.905,-0.560
'0:38.686',-0.905,-0.520
'0:38.689',-0.905,-0.495
'0:38.692',-0.910,-0.550
'0:38.694',-0.900,-0.615
'0:38.697',-0.885,-0.600
'0:38.700',-0.895,-0.555
'0:38.703',-0.895,-0.515
'0:38.706',-0.915,-0.520
'0:38.708',-0.935,-0.570
'0:38.711',-0.945,-0.615
'0:38.714',-0.940,-0.655
'0:38.717',-0.945,-0.595
'0:38.719',-0.930,-0.525
'0:38.722',-0.940,-0.510
'0:38.725',-0.950,-0.555
'0:38.728',-0.940,-0.575
'0:38.731',-0.935,-0.600
'0:38.733',-0.945,-0.570
'0:38.736',-0.960,-0.540
'0:38.739',-0.990,-0.545
'0:38.742',-1.000,-0.615
'0:38.744',-0.995,-0.650
'0:38.747',-0.990,-0.625
'0:38.750',-0.985,-0.570
'0:38.753',-1.000,-0.555
'0:38.756',-0.990,-0.570
'0:38.758',-0.990,-0.605
'0:38.761',-0.985,-0.590
'0:38.764',-0.965,-0.575
'0:38.767',-0.985,-0.540
'0:38.769',-1.005,-0.570
'0:38.772',-1.005,-0.610
'0:38.775',-0.995,-0.665
'0:38.778',-0.995,-0.640
'0:38.781',-0.995,-0.575
'0:38.783',-0.995,-0.545
'0:38.786',-0.995,-0.555
'0:38.789',-0.980,-0.610
'0:38.792',-0.970,-0.635
'0:38.794',-0.970,-0.610
'0:38.797',-0.955,-0.560
'0:38.800',-0.980,-0.525
'0:38.803',-0.975,-0.545
'0:38.806',-0.975,-0.600
'0:38.808',-0.985,-0.655
'0:38.811',-0.970,-0.630
'0:38.814',-0.960,-0.600
'0:38.817',-0.960,-0.555
'0:38.819',-0.970,-0.560
'0:38.822',-0.950,-0.610
'0:38.825',-0.935,-0.615
'0:38.828',-0.900,-0.575
'0:38.831',-0.885,-0.550
'0:38.833',-0.890,-0.530
'0:38.836',-0.900,-0.535
'0:38.839',-0.910,-0.620
'0:38.842',-0.915,-0.660
'0:38.844',-0.890,-0.630
'0:38.847',-0.885,-0.575
'0:38.850',-0.885,-0.530
'0:38.853',-0.885,-0.545
'0:38.856',-0.865,-0.570
'0:38.858',-0.840,-0.615
'0:38.861',-0.800,-0.605
'0:38.864',-0.765,-0.550
'0:38.867',-0.760,-0.505
'0:38.869',-0.765,-0.495
'0:38.872',-0.750,-0.535
'0:38.875',-0.725,-0.575
'0:38.878',-0.710,-0.585
'0:38.881',-0.705,-0.535
'0:38.883',-0.730,-0.465
'0:38.886',-0.740,-0.450
'0:38.889',-0.740,-0.465
'0:38.892',-0.725,-0.510
'0:38.894',-0.700,-0.535
'0:38.897',-0.705,-0.505
'0:38.900',-0.705,-0.465
'0:38.903',-0.745,-0.455
'0:38.906',-0.760,-0.495
'0:38.908',-0.795,-0.555
'0:38.911',-0.775,-0.565
'0:38.914',-0.765,-0.550
'0:38.917',-0.765,-0.515
'0:38.919',-0.795,-0.475
'0:38.922',-0.810,-0.500
'0:38.925',-0.820,-0.560
'0:38.928',-0.835,-0.595
'0:38.931',-0.860,-0.595
'0:38.933',-0.885,-0.570
'0:38.936',-0.905,-0.540
'0:38.939',-0.960,-0.565
'0:38.942',-0.955,-0.615
'0:38.944',-0.960,-0.635
'0:38.947',-0.955,-0.630
'0:38.950',-0.965,-0.580
'0:38.953',-0.970,-0.545
'0:38.956',-0.970,-0.565
'0:38.958',-0.975,-0.605
'0:38.961',-0.955,-0.610
'0:38.964',-0.945,-0.565
'0:38.967',-0.950,-0.535
'0:38.969',-0.980,-0.560
'0:38.972',-0.975,-0.600
'0:38.975',-0.975,-0.655
'0:38.978',-0.970,-0.640
'0:38.981',-0.970,-0.605
'0:38.983',-0.975,-0.555
'0:38.986',-1.010,-0.535
'0:38.989',-1.020,-0.580
'0:38.992',-1.055,-0.630
'0:38.994',-1.085,-0.650
'0:38.997',-1.105,-0.605
'0:39.000',-1.140,-0.555
'0:39.003',-1.145,-0.515
'0:39.006',-1.110,-0.515
'0:39.008',-0.990,-0.515
'0:39.011',-0.845,-0.480
'0:39.014',-0.660,-0.410
'0:39.017',-0.460,-0.295
'0:39.019',-0.275,-0.225
'0:39.022',-0.075,-0.225
'0:39.025',0.115,-0.260
'0:39.028',0.310,-0.255
'0:39.031',0.480,-0.250
'0:39.033',0.615,-0.270
'0:39.036',0.705,-0.325
'0:39.039',0.750,-0.490
'0:39.042',0.760,-0.655
'0:39.044',0.755,-0.765
'0:39.047',0.715,-0.750
'0:39.050',0.660,-0.670
'0:39.053',0.565,-0.555
'0:39.056',0.445,-0.470
'0:39.058',0.265,-0.445
'0:39.061',0.020,-0.465
'0:39.064',-0.270,-0.485
'0:39.067',-0.540,-0.495
'0:39.069',-0.750,-0.540
'0:39.072',-0.885,-0.595
'0:39.075',-0.915,-0.670
'0:39.078',-0.895,-0.720
'0:39.081',-0.830,-0.680
'0:39.083',-0.795,-0.615
'0:39.086',-0.800,-0.535
'0:39.089',-0.825,-0.495
'0:39.092',-0.865,-0.535
'0:39.094',-0.895,-0.575
'0:39.097',-0.940,-0.605
'0:39.100',-0.965,-0.565
'0:39.103',-0.990,-0.525
'0:39.106',-1.035,-0.530
'0:39.108',-1.050,-0.575
'0:39.111',-1.055,-0.630
'0:39.114',-1.050,-0.640
'0:39.117',-1.025,-0.580
'0:39.119',-1.020,-0.520
'0:39.122',-1.015,-0.490
'0:39.125',-1.020,-0.505
'0:39.128',-1.015,-0.550
'0:39.131',-0.995,-0.580
'0:39.133',-0.980,-0.560
'0:39.136',-0.985,-0.510
'0:39.139',-1.005,-0.490
'0:39.142',-1.020,-0.485
'0:39.144',-1.025,-0.545
'0:39.147',-1.020,-0.575
'0:39.150',-1.020,-0.555
'0:39.153',-0.995,-0.510
'0:39.156',-1.005,-0.480
'0:39.158',-0.990,-0.515
'0:39.161',-0.980,-0.530
'0:39.164',-0.955,-0.520
'0:39.167',-0.970,-0.490
'0:39.169',-0.975,-0.450
'0:39.172',-0.990,-0.490
'0:39.175',-1.000,-0.545
'0:39.178',-1.000,-0.565
'0:39.181',-0.980,-0.525
'0:39.183',-0.970,-0.470
'0:39.186',-0.975,-0.415
'0:39.189',-0.980,-0.430
'0:39.192',-0.990,-0.465
'0:39.194',-0.980,-0.495
'0:39.197',-0.955,-0.485
'0:39.200',-0.950,-0.440
'0:39.203',-0.965,-0.380
'0:39.206',-0.970,-0.390
'0:39.208',-0.980,-0.440
'0:39.211',-0.980,-0.465
'0:39.214',-0.955,-0.485
'0:39.217',-0.955,-0.430
'0:39.219',-0.955,-0.380
'0:39.222',-0.950,-0.360
'0:39.225',-0.955,-0.400
'0:39.228',-0.930,-0.415
'0:39.231',-0.905,-0.390
'0:39.233',-0.915,-0.370
'0:39.236',-0.910,-0.340
'0:39.239',-0.905,-0.370
'0:39.242',-0.910,-0.435
'0:39.244',-0.900,-0.455
'0:39.247',-0.920,-0.435
'0:39.250',-0.900,-0.390
'0:39.253',-0.905,-0.345
'0:39.256',-0.905,-0.340
'0:39.258',-0.900,-0.400
'0:39.261',-0.885,-0.425
'0:39.264',-0.860,-0.435
'0:39.267',-0.850,-0.390
'0:39.269',-0.860,-0.355
'0:39.272',-0.875,-0.365
'0:39.275',-0.875,-0.420
'0:39.278',-0.875,-0.485
'0:39.281',-0.865,-0.485
'0:39.283',-0.875,-0.445
'0:39.286',-0.870,-0.395
'0:39.289',-0.865,-0.410
'0:39.292',-0.855,-0.465
'0:39.294',-0.855,-0.495
'0:39.297',-0.820,-0.495
'0:39.300',-0.830,-0.455
'0:39.303',-0.870,-0.430
'0:39.306',-0.865,-0.450
'0:39.308',-0.895,-0.520
'0:39.311',-0.885,-0.585
'0:39.314',-0.860,-0.590
'0:39.317',-0.865,-0.530
'0:39.319',-0.855,-0.490
'0:39.322',-0.865,-0.485
'0:39.325',-0.875,-0.525
'0:39.328',-0.855,-0.565
'0:39.331',-0.850,-0.565
'0:39.333',-0.855,-0.545
'0:39.336',-0.880,-0.495
'0:39.339',-0.875,-0.520
'0:39.342',-0.870,-0.580
'0:39.344',-0.890,-0.630
'0:39.347',-0.865,-0.595
'0:39.350',-0.890,-0.545
'0:39.353',-0.905,-0.530
'0:39.356',-0.895,-0.560
'0:39.358',-0.890,-0.595
'0:39.361',-0.870,-0.575
'0:39.364',-0.875,-0.530
'0:39.367',-0.885,-0.525
'0:39.369',-0.895,-0.555
'0:39.372',-0.895,-0.605
'0:39.375',-0.895,-0.620
'0:39.378',-0.895,-0.575
'0:39.381',-0.905,-0.555
'0:39.383',-0.930,-0.560
'0:39.386',-0.930,-0.590
'0:39.389',-0.910,-0.620
'0:39.392',-0.885,-0.610
'0:39.394',-0.880,-0.545
'0:39.397',-0.890,-0.520
'0:39.400',-0.915,-0.525
'0:39.403',-0.935,-0.585
'0:39.406',-0.920,-0.655
'0:39.408',-0.920,-0.660
'0:39.411',-0.935,-0.610
'0:39.414',-0.960,-0.560
'0:39.417',-0.975,-0.550
'0:39.419',-0.965,-0.605
'0:39.422',-0.950,-0.635
'0:39.425',-0.940,-0.640
'0:39.428',-0.930,-0.565
'0:39.431',-0.945,-0.525
'0:39.433',-0.955,-0.545
'0:39.436',-0.970,-0.595
'0:39.439',-0.975,-0.650
'0:39.442',-0.965,-0.645
'0:39.444',-0.985,-0.590
'0:39.447',-1.000,-0.565
'0:39.450',-1.010,-0.555
'0:39.453',-1.010,-0.595
'0:39.456',-0.980,-0.630
'0:39.458',-0.960,-0.630
'0:39.461',-0.965,-0.550
'0:39.464',-0.970,-0.520
'0:39.467',-0.975,-0.525
'0:39.469',-0.980,-0.595
'0:39.472',-0.980,-0.655
'0:39.475',-0.980,-0.660
'0:39.478',-0.970,-0.590
'0:39.481',-0.970,-0.545
'0:39.483',-0.985,-0.540
'0:39.486',-0.980,-0.585
'0:39.489',-0.975,-0.635
'0:39.492',-0.935,-0.620
'0:39.494',-0.925,-0.580
'0:39.497',-0.920,-0.520
'0:39.500',-0.945,-0.520
'0:39.503',-0.960,-0.555
'0:39.506',-0.970,-0.635
'0:39.508',-0.955,-0.660
'0:39.511',-0.945,-0.605
'0:39.514',-0.945,-0.560
'0:39.517',-0.955,-0.535
'0:39.519',-0.950,-0.575
'0:39.522',-0.920,-0.620
'0:39.525',-0.895,-0.630
'0:39.528',-0.880,-0.595
'0:39.531',-0.880,-0.530
'0:39.533',-0.880,-0.505
'0:39.536',-0.895,-0.545
'0:39.539',-0.885,-0.620
'0:39.542',-0.870,-0.645
'0:39.544',-0.855,-0.610
'0:39.547',-0.850,-0.570
'0:39.550',-0.855,-0.545
'0:39.553',-0.815,-0.575
'0:39.556',-0.795,-0.580
'0:39.558',-0.740,-0.580
'0:39.561',-0.725,-0.535
'0:39.564',-0.710,-0.485
'0:39.567',-0.705,-0.485
'0:39.569',-0.685,-0.510
'0:39.572',-0.680,-0.540
'0:39.575',-0.695,-0.515
'0:39.578',-0.710,-0.480
'0:39.581',-0.725,-0.485
'0:39.583',-0.730,-0.520
'0:39.586',-0.735,-0.565
'0:39.589',-0.715,-0.530
'0:39.592',-0.725,-0.465
'0:39.594',-0.730,-0.425
'0:39.597',-0.755,-0.455
'0:39.600',-0.745,-0.525
'0:39.603',-0.745,-0.550
'0:39.606',-0.755,-0.565
'0:39.608',-0.785,-0.520
'0:39.611',-0.820,-0.515
'0:39.614',-0.855,-0.555
'0:39.617',-0.890,-0.600
'0:39.619',-0.895,-0.645
'0:39.622',-0.885,-0.615
'0:39.625',-0.895,-0.575
'0:39.628',-0.905,-0.525
'0:39.631',-0.920,-0.550
'0:39.633',-0.920,-0.585
'0:39.636',-0.915,-0.630
'0:39.639',-0.925,-0.600
'0:39.642',-0.945,-0.580
'0:39.644',-0.955,-0.555
'0:39.647',-0.965,-0.590
'0:39.650',-0.965,-0.645
'0:39.653',-0.955,-0.655
'0:39.656',-0.930,-0.585
'0:39.658',-0.920,-0.535
'0:39.661',-0.945,-0.510
'0:39.664',-0.950,-0.560
'0:39.667',-0.935,-0.590
'0:39.669',-0.930,-0.610
'0:39.672',-0.950,-0.600
'0:39.675',-0.990,-0.565
'0:39.678',-1.040,-0.575
'0:39.681',-1.085,-0.610
'0:39.683',-1.155,-0.630
'0:39.686',-1.135,-0.630
'0:39.689',-1.105,-0.555
'0:39.692',-1.045,-0.485
'0:39.694',-0.940,-0.400
'0:39.697',-0.790,-0.385
'0:39.700',-0.575,-0.390
'0:39.703',-0.370,-0.320
'0:39.706',-0.165,-0.260
'0:39.708',0.025,-0.215
'0:39.711',0.175,-0.220
'0:39.714',0.345,-0.275
'0:39.717',0.515,-0.305
'0:39.719',0.655,-0.350
'0:39.722',0.740,-0.360
'0:39.725',0.785,-0.435
'0:39.728',0.780,-0.555
'0:39.731',0.775,-0.670
'0:39.733',0.725,-0.675
'0:39.736',0.640,-0.645
'0:39.739',0.515,-0.505
'0:39.742',0.305,-0.395
'0:39.744',0.025,-0.395
'0:39.747',-0.295,-0.480
'0:39.750',-0.580,-0.545
'0:39.753',-0.765,-0.600
'0:39.756',-0.890,-0.625
'0:39.758',-0.920,-0.620
'0:39.761',-0.875,-0.630
'0:39.764',-0.815,-0.615
'0:39.767',-0.795,-0.580
'0:39.769',-0.800,-0.525
'0:39.772',-0.850,-0.510
'0:39.775',-0.915,-0.550
'0:39.778',-0.955,-0.615
'0:39.781',-1.000,-0.630
'0:39.783',-1.015,-0.610
'0:39.786',-1.035,-0.545
'0:39.789',-1.025,-0.510
'0:39.792',-1.045,-0.545
'0:39.794',-1.030,-0.580
'0:39.797',-1.015,-0.590
'0:39.800',-0.990,-0.565
'0:39.803',-0.995,-0.515
'0:39.806',-1.010,-0.480
'0:39.808',-1.020,-0.530
'0:39.811',-1.020,-0.555
'0:39.814',-1.005,-0.590
'0:39.817',-0.995,-0.560
'0:39.819',-0.985,-0.520
'0:39.822',-0.985,-0.475
'0:39.825',-0.980,-0.480
'0:39.828',-0.990,-0.525
'0:39.831',-0.970,-0.545
'0:39.833',-0.960,-0.530
'0:39.836',-0.960,-0.485
'0:39.839',-0.975,-0.465
'0:39.842',-0.985,-0.485
'0:39.844',-0.985,-0.530
'0:39.847',-0.975,-0.570
'0:39.850',-0.980,-0.555
'0:39.853',-0.970,-0.490
'0:39.856',-0.965,-0.430
'0:39.858',-0.970,-0.430
'0:39.861',-0.960,-0.475
'0:39.864',-0.950,-0.515
'0:39.867',-0.940,-0.515
'0:39.869',-0.930,-0.485
'0:39.872',-0.955,-0.440
'0:39.875',-0.965,-0.420
'0:39.878',-0.985,-0.475
'0:39.881',-0.960,-0.500
'0:39.883',-0.950,-0.490
'0:39.886',-0.940,-0.440
'0:39.889',-0.930,-0.375
'0:39.892',-0.940,-0.385
'0:39.894',-0.940,-0.410
'0:39.897',-0.915,-0.445
'0:39.900',-0.910,-0.420
'0:39.903',-0.910,-0.380
'0:39.906',-0.925,-0.370
'0:39.908',-0.930,-0.380
'0:39.911',-0.940,-0.460
'0:39.914',-0.935,-0.510
'0:39.917',-0.905,-0.480
'0:39.919',-0.900,-0.410
'0:39.922',-0.905,-0.355
'0:39.925',-0.895,-0.325
'0:39.928',-0.905,-0.370
'0:39.931',-0.890,-0.415
'0:39.933',-0.855,-0.430
'0:39.936',-0.855,-0.400
'0:39.939',-0.870,-0.365
'0:39.942',-0.880,-0.350
'0:39.944',-0.905,-0.420
'0:39.947',-0.900,-0.450
'0:39.950',-0.890,-0.455
'0:39.953',-0.860,-0.410
'0:39.956',-0.870,-0.350
'0:39.958',-0.870,-0.365
'0:39.961',-0.865,-0.400
'0:39.964',-0.845,-0.455
'0:39.967',-0.835,-0.450
'0:39.969',-0.845,-0.400
'0:39.972',-0.830,-0.395
'0:39.975',-0.860,-0.430
'0:39.978',-0.860,-0.495
'0:39.981',-0.860,-0.535
'0:39.983',-0.850,-0.520
'0:39.986',-0.845,-0.460
'0:39.989',-0.850,-0.435
'0:39.992',-0.855,-0.455
'0:39.994',-0.840,-0.510
'0:39.997',-0.825,-0.530
'0:40.000',-0.820,-0.535
'0:40.003',-0.825,-0.480
'0:40.006',-0.840,-0.460
'0:40.008',-0.870,-0.495
'0:40.011',-0.865,-0.560
'0:40.014',-0.855,-0.610
'0:40.017',-0.855,-0.595
'0:40.019',-0.840,-0.535
'0:40.022',-0.850,-0.490
'0:40.025',-0.850,-0.490
'0:40.028',-0.860,-0.525
'0:40.031',-0.845,-0.585
'0:40.033',-0.825,-0.600
'0:40.036',-0.835,-0.535
'0:40.039',-0.840,-0.530
'0:40.042',-0.855,-0.525
'0:40.044',-0.870,-0.570
'0:40.047',-0.860,-0.620
'0:40.050',-0.870,-0.620
'0:40.053',-0.860,-0.575
'0:40.056',-0.845,-0.515
'0:40.058',-0.875,-0.485
'0:40.061',-0.870,-0.505
'0:40.064',-0.840,-0.555
'0:40.067',-0.845,-0.590
'0:40.069',-0.835,-0.575
'0:40.072',-0.845,-0.530
'0:40.075',-0.885,-0.505
'0:40.078',-0.895,-0.545
'0:40.081',-0.890,-0.595
'0:40.083',-0.885,-0.635
'0:40.086',-0.875,-0.590
'0:40.089',-0.875,-0.525
'0:40.092',-0.895,-0.480
'0:40.094',-0.880,-0.500
'0:40.097',-0.885,-0.540
'0:40.100',-0.885,-0.590
'0:40.103',-0.885,-0.595
'0:40.106',-0.895,-0.545
'0:40.108',-0.910,-0.515
'0:40.111',-0.925,-0.530
'0:40.114',-0.935,-0.565
'0:40.117',-0.930,-0.610
'0:40.119',-0.935,-0.605
'0:40.122',-0.915,-0.550
'0:40.125',-0.925,-0.515
'0:40.128',-0.940,-0.495
'0:40.131',-0.955,-0.535
'0:40.133',-0.960,-0.585
'0:40.136',-0.925,-0.610
'0:40.139',-0.935,-0.575
'0:40.142',-0.945,-0.540
'0:40.144',-0.965,-0.540
'0:40.147',-0.980,-0.585
'0:40.150',-0.975,-0.620
'0:40.153',-0.965,-0.625
'0:40.156',-0.945,-0.560
'0:40.158',-0.945,-0.525
'0:40.161',-0.940,-0.495
'0:40.164',-0.950,-0.535
'0:40.167',-0.945,-0.585
'0:40.169',-0.935,-0.605
'0:40.172',-0.935,-0.580
'0:40.175',-0.930,-0.525
'0:40.178',-0.935,-0.540
'0:40.181',-0.935,-0.580
'0:40.183',-0.950,-0.620
'0:40.186',-0.940,-0.620
'0:40.189',-0.910,-0.565
'0:40.192',-0.905,-0.500
'0:40.194',-0.910,-0.495
'0:40.197',-0.915,-0.525
'0:40.200',-0.900,-0.590
'0:40.203',-0.880,-0.595
'0:40.206',-0.885,-0.575
'0:40.208',-0.880,-0.505
'0:40.211',-0.895,-0.505
'0:40.214',-0.900,-0.535
'0:40.217',-0.895,-0.590
'0:40.219',-0.880,-0.630
'0:40.222',-0.850,-0.600
'0:40.225',-0.830,-0.545
'0:40.228',-0.835,-0.480
'0:40.231',-0.840,-0.485
'0:40.233',-0.835,-0.540
'0:40.236',-0.850,-0.595
'0:40.239',-0.820,-0.590
'0:40.242',-0.805,-0.560
'0:40.244',-0.800,-0.535
'0:40.247',-0.775,-0.510
'0:40.250',-0.775,-0.545
'0:40.253',-0.740,-0.585
'0:40.256',-0.710,-0.570
'0:40.258',-0.695,-0.510
'0:40.261',-0.700,-0.455
'0:40.264',-0.680,-0.445
'0:40.267',-0.690,-0.460
'0:40.269',-0.685,-0.515
'0:40.272',-0.670,-0.530
'0:40.275',-0.675,-0.510
'0:40.278',-0.680,-0.455
'0:40.281',-0.690,-0.450
'0:40.283',-0.715,-0.470
'0:40.286',-0.715,-0.505
'0:40.289',-0.720,-0.545
'0:40.292',-0.705,-0.515
'0:40.294',-0.705,-0.445
'0:40.297',-0.725,-0.410
'0:40.300',-0.735,-0.440
'0:40.303',-0.755,-0.510
'0:40.306',-0.755,-0.555
'0:40.308',-0.785,-0.560
'0:40.311',-0.805,-0.530
'0:40.314',-0.835,-0.515
'0:40.317',-0.870,-0.555
'0:40.319',-0.880,-0.600
'0:40.322',-0.875,-0.610
'0:40.325',-0.865,-0.585
'0:40.328',-0.870,-0.510
'0:40.331',-0.890,-0.470
'0:40.333',-0.905,-0.510
'0:40.336',-0.905,-0.560
'0:40.339',-0.905,-0.595
'0:40.342',-0.915,-0.585
'0:40.344',-0.925,-0.545
'0:40.347',-0.940,-0.505
'0:40.350',-0.970,-0.545
'0:40.353',-0.950,-0.570
'0:40.356',-0.925,-0.605
'0:40.358',-0.915,-0.590
'0:40.361',-0.910,-0.505
'0:40.364',-0.900,-0.495
'0:40.367',-0.920,-0.500
'0:40.369',-0.940,-0.560
'0:40.372',-0.930,-0.595
'0:40.375',-0.960,-0.590
'0:40.378',-0.995,-0.570
'0:40.381',-1.055,-0.535
'0:40.383',-1.095,-0.560
